Cuenta;Nombre;Ramo;signo
29003515045;OTROS GASTOS DE ADMIN Y PERS NO ASIG;RIESGOS LABORALES;-1
29003515999;SUBTOTAL;RIESGOS LABORALES;1
29003516999;UTILIDAD ANTES DE IMPUESTOS;RIESGOS LABORALES;1
29003517999;IMPTO DE RENTA Y COMPLEMENTARIOS;RIESGOS LABORALES;1
29003518999;RESULTADOS DEL EJERCICIO;RIESGOS LABORALES;1
29003519005;DIRECTOS;RIESGOS LABORALES;1
29003519010;ACEPTADOS EN REASEGURO;RIESGOS LABORALES;1
29003519015;PARTE REASEGURO AL INTERIOR;RIESGOS LABORALES;1
29003519020;PARTE REASEGURO AL EXTERIOR;RIESGOS LABORALES;1
29003519999;RETENCION NETA DE LA COMPANIA;RIESGOS LABORALES;1
29003520005;POLIZAS VIGENTES AL FINAL ANO ANTERIOR;RIESGOS LABORALES;1
29003520010;POLIZAS EMITIDAS NUEVAS;RIESGOS LABORALES;1
29003520015;POLIZAS REHABILITADAS;RIESGOS LABORALES;1
29003520020;POLIZAS CANCELADAS Y-O VENCIDAS;RIESGOS LABORALES;1
29003520999;TOTAL POLIZAS VIGENTES FINAL EJERCIC;RIESGOS LABORALES;1
29003521005;PRIMAS CEDIDAS CONT AUTOM REASEG;RIESGOS LABORALES;-1
29003521010;PRIMAS CEDIDAS CONT FACUL REASEG;RIESGOS LABORALES;-1
29003521015;PRIMAS CEDIDAS CONTRATOS AUTOMAT REA;RIESGOS LABORALES;-1
29003521020;PRIMAS CEDIDAS CONTRATOS FACUL REAS;RIESGOS LABORALES;-1
29003521999;SUBTOTAL;RIESGOS LABORALES;1
29003522005;ELIMINADA;RIESGOS LABORALES;1
29003522010;ELIMINADA;RIESGOS LABORALES;1
29003522015;ELIMINADA;RIESGOS LABORALES;1
29003522999;ELIMINADA;RIESGOS LABORALES;1
29003523005;PRIMAS EMITIDAS RAMO DE TERREMOTO;RIESGOS LABORALES;1
29003523010;PRIM EMIT(COB)DEL TERREM INC OTROS RAMOS;RIESGOS LABORALES;1
29003523015;PRIMAS CEDIDAS INTER Y EXTER TERREMOTO;RIESGOS LABORALES;-1
29003523020;PRIM CED INT Y EXT(COB) TERR INC OTR RAM;RIESGOS LABORALES;-1
29003523999;TOTAL PRIMAS RETENIDAS RIESGO DE TERREM;RIESGOS LABORALES;1
29003524005;PRIMAS EMI POLIZA SEGUROS SUJETAS APORTE;RIESGOS LABORALES;1
29003524010;AJUSTES O COMP PERIODICOS ANTER (RESTA);RIESGOS LABORALES;-1
29003524999;SUBTOTAL BASE CAL APRTE PRONAS SEGUROS;RIESGOS LABORALES;1
29003601005;PRIMAS EMITIDAS DIRECTAS;PENSIONES LEY 100;1
29003601010;PRIMAS ACEPTADAS EN COASEGURO;PENSIONES LEY 100;1
29003601015;CANC Y-O ANULAC PRIMAS EMIT DIR Y COA;PENSIONES LEY 100;-1
29003601020;ACEPTADAS REASEGURO INTERIOR;PENSIONES LEY 100;1
29003601025;ACEPTADAS REASEGURO EXTERIOR;PENSIONES LEY 100;1
29003601030;CANC Y-O ANULAC PRIMAS REASEG ACEP;PENSIONES LEY 100;-1
29003601035;CEDIDAS REASEGURO INTERIOR;PENSIONES LEY 100;-1
29003601040;CEDIDAS REASEGURO EXTERIOR;PENSIONES LEY 100;-1
29003601045;CANC Y-O ANULAC PRIMAS REASEG CEDI;PENSIONES LEY 100;-1
29003601050;Primas acept y/o cedidas x CamComp SOAT;PENSIONES LEY 100;1
29003601999;SUBTOTAL;PENSIONES LEY 100;1
29003602005;ELIMINADA;PENSIONES LEY 100;1
29003602006;LIBERAC RESER TEC DE PRIMA NO DEVENGADA;PENSIONES LEY 100;1
29003602007;LIBERAC RESER TEC POR INSUFICIE DE PRIMA;PENSIONES LEY 100;1
29003602010;LIBERACION RESERVA MATEMATICA;PENSIONES LEY 100;1
29003602015;LIBERACION RES MAT RIESGOS PROFESI;PENSIONES LEY 100;1
29003602017;LIBERACION RESERVA BEEPS(RESTA);PENSIONES LEY 100;1
29003602020;LIBERACION RES SEG VIDA AHORRO CON;PENSIONES LEY 100;1
29003602022;LIBERAC RESER TEC DE INSUFICI DE ACTIVOS;PENSIONES LEY 100;1
29003602025;ELIMINADA;PENSIONES LEY 100;1
29003602026;CONSTI RESER TEC DE PRIMA NO DEVENGADA;PENSIONES LEY 100;-1
29003602027;CONSTI RESER TEC POR INSUFICIE DE PRIMA;PENSIONES LEY 100;-1
29003602030;CONST RESERVA MATEMATICA;PENSIONES LEY 100;-1
29003602035;CONST RES MAT RIESGOS PROFESIONALES;PENSIONES LEY 100;-1
29003602037;CONSTITUCION RESERVA MATEMA BEEPS;PENSIONES LEY 100;-1
29003602040;CONST RES SEG VIDA AHORRO CON PARTI;PENSIONES LEY 100;-1
29003602045;CONSTITU RESER DE INSUFICIEN DE ACTIVOS;PENSIONES LEY 100;-1
29003602999;SUBTOTAL;PENSIONES LEY 100;1
29003603999;PRIMAS DEVENGADAS;PENSIONES LEY 100;1
29003604005; LIBERACION RES MAT RIESGOS PROFESIO;PENSIONES LEY 100;1
29003604007;LIBERACION RES MATEMATICA BEEPS;PENSIONES LEY 100;1
29003604010; LIBERACION RES PARA SINIESTROS AVISA;PENSIONES LEY 100;1
29003604015; LIBERACION RES PARA SINIESTROS NO AVIS;PENSIONES LEY 100;1
29003604020; LIBERACION RES DESVIAC DE SINIESTRAL;PENSIONES LEY 100;1
29003604025; LIBERACION RESERVAS ESPECIALES;PENSIONES LEY 100;1
29003604026;LIBERACION RESERVA DE RIESGO CATASTROFIC;PENSIONES LEY 100;1
29003604030; CONST RESERVA MATEMAT RIESG PROFES;PENSIONES LEY 100;-1
29003604035; CONST RESERVA SINIESTROS AVISAD;PENSIONES LEY 100;-1
29003604037;CONSTITUCION RESERVA MAT BEEPS (RESTA);PENSIONES LEY 100;-1
29003604040; CONST RESERVA SINIESTROS NO AVIS;PENSIONES LEY 100;-1
29003604045; CONST RESERVA DESVIAC SINIESTRALID;PENSIONES LEY 100;-1
29003604050; CONST RESERVAS ESPECIALES;PENSIONES LEY 100;-1
29003604051;CONST RESERVA DE RIESGO CATASTROFICO;PENSIONES LEY 100;-1
29003604999; SUBTOTAL;PENSIONES LEY 100;1
29003605005;SINIESTROS LIQUIDADOS;PENSIONES LEY 100;-1
29003605010;SINIESTROS DE ACEP REASEG INTERIOR;PENSIONES LEY 100;-1
29003605015;SINIESTROS DE ACEP CONT NO PROPORC;PENSIONES LEY 100;-1
29003605020;SINIESTROS DE ACEP REASEG EXTERIOR;PENSIONES LEY 100;-1
29003605025;SINIESTROS DE ACEP CONTRAT NO PROP;PENSIONES LEY 100;-1
29003605999;SUBTOTAL;PENSIONES LEY 100;1
29003606005;REEMB SINIESTROS SOB CESIONES REAS;PENSIONES LEY 100;1
29003606010;REEMB SINIESTROS CONTR NO PROPORC;PENSIONES LEY 100;1
29003606015;REEMB SINIESTROS SOB CESIONES REAS;PENSIONES LEY 100;1
29003606020;REEMB SINIESTROS CONTR NO PROPORC;PENSIONES LEY 100;1
29003606025;REEMB STROS GARANTIZ X LA NACION RGOS;PENSIONES LEY 100;1
29003606030;REEMB POR ENFERMEDAD PROFESIONAL;PENSIONES LEY 100;1
29003606999;SUBTOTAL;PENSIONES LEY 100;1
29003607005; SALVAMENTOS DE ACEP REAS INTERIOR;PENSIONES LEY 100;1
29003607010; SALVAMENTOS DE ACEP REAS EXTERIOR;PENSIONES LEY 100;1
29003607015; SALVAMENTOS LIQUIDADOS Y REALIZADOS;PENSIONES LEY 100;1
29003607020; RECOBROS;PENSIONES LEY 100;1
29003607025; GTOS SALVAM PARTE REASEG INTERIOR;PENSIONES LEY 100;-1
29003607030; GTOS SALVAM PARTE REASEG EXTERIOR;PENSIONES LEY 100;-1
29003607999; SUBTOTAL;PENSIONES LEY 100;1
29003608999;SINIESTROS CTA COMPANIA;PENSIONES LEY 100;1
29003609005;COMISIONES REASEGURO CEDIDO;PENSIONES LEY 100;-1
29003609010;INGRESOS EXCESO DE PERDIDA;PENSIONES LEY 100;1
29003609015;PARTICIP UTILIDADES REASEG CEDIDO;PENSIONES LEY 100;1
29003609020;INT Y GTOS RECONOCIDOS X REASEGUR;PENSIONES LEY 100;1
29003609025;INTER RECON A REASEGURADORES;PENSIONES LEY 100;-1
29003609030;PARTICIPAC UTILIDADES Y OTROS;PENSIONES LEY 100;1
29003609035;COSTO EXCESO DE PERDIDA;PENSIONES LEY 100;-1
29003609999;SUBTOTAL;PENSIONES LEY 100;1
29003610005;OTROS PRODUCTOS DE SEGUROS;PENSIONES LEY 100;1
29003610010;REMUNERACION DE ADMON DE COASEG;PENSIONES LEY 100;-1
29003610015;GTOS DE ADMON COASEG ACEPTADO;PENSIONES LEY 100;-1
29003610020;PROV CTAS POR COBRAR ACTIVIDAD ASEG;PENSIONES LEY 100;-1
29003610025;CTOS RIESGOS PROFESIONALES;PENSIONES LEY 100;-1
29003610030;CONTRIBUCIONES DE SEGUROS;PENSIONES LEY 100;-1
29003610035;OTROS EGRESOS;PENSIONES LEY 100;-1
29003610999;SUBTOTAL;PENSIONES LEY 100;1
29003611005;ELIMINADA;PENSIONES LEY 100;1
29003611010;ELIMINADA;PENSIONES LEY 100;1
29003611015;GASTOS DE ADMINISTRACION DIRECTOS RAMO;PENSIONES LEY 100;-1
29003611020;GASTOS DEPERSONAL DIRECTOS RAMO;PENSIONES LEY 100;-1
29003611025;GASTOS DE ADM INDIREC ASIGN A CADA  RAMO;PENSIONES LEY 100;-1
29003611030;GASTOS DE PERSO INDI ASIGNAB A CADA RAMO;PENSIONES LEY 100;-1
29003611999;SUBTOTAL;PENSIONES LEY 100;1
29003612005;REMUNERACION A FAVOR DE INTERMEDIA;PENSIONES LEY 100;-1
29003612010;COMISIONES AFP;PENSIONES LEY 100;-1
29003612015;ELIMINADA;PENSIONES LEY 100;1
29003612020;GASTOS EN TARIFACION;PENSIONES LEY 100;-1
29003612025;REMU POR USO DE RED Y A CANA DE COMERC;PENSIONES LEY 100;-1
29003612030;PAPELERIA Y GASTOS DE ENTREGA;PENSIONES LEY 100;-1
29003612999;SUBTOTAL;PENSIONES LEY 100;1
29003613999;Ys Y-O GTOS NETOS REASEG, ADMIN Y PERSON;PENSIONES LEY 100;1
29003614999;RESULTADO TECNICO;PENSIONES LEY 100;1
29003615005;ELIMINADA;PENSIONES LEY 100;1
29003615010;OTRAS PROVISIONES;PENSIONES LEY 100;-1
29003615015;Ys Y-O EGRESOS REPORTES PROG ESPEC;PENSIONES LEY 100;1
29003615020;OTROS INGRESOS Y EGRESOS;PENSIONES LEY 100;1
29003615025;ING REALI DE ACT V RAZ RESP LAS RES TECN;PENSIONES LEY 100;1
29003615030;ING CAUS ACT A CORT AMORT RESP RE TEC;PENSIONES LEY 100;1
29003615035;ING Y EGRE PORT DE INV DIF A RESER TECNI;PENSIONES LEY 100;1
29003615040;EGRE INVER DE LAS RESERNAS TECNICAS;PENSIONES LEY 100;-1
29003615045;OTROS GASTOS DE ADMIN Y PERS NO ASIG;PENSIONES LEY 100;-1
29003615999;SUBTOTAL;PENSIONES LEY 100;1
29003616999;UTILIDAD ANTES DE IMPUESTOS;PENSIONES LEY 100;1
29003617999;IMPTO DE RENTA Y COMPLEMENTARIOS;PENSIONES LEY 100;1
29003618999;RESULTADOS DEL EJERCICIO;PENSIONES LEY 100;1
29003619005;DIRECTOS;PENSIONES LEY 100;1
29003619010;ACEPTADOS EN REASEGURO;PENSIONES LEY 100;1
29003619015;PARTE REASEGURO AL INTERIOR;PENSIONES LEY 100;1
29003619020;PARTE REASEGURO AL EXTERIOR;PENSIONES LEY 100;1
29003619999;RETENCION NETA DE LA COMPANIA;PENSIONES LEY 100;1
29003620005;POLIZAS VIGENTES AL FINAL ANO ANTERIOR;PENSIONES LEY 100;1
29003620010;POLIZAS EMITIDAS NUEVAS;PENSIONES LEY 100;1
29003620015;POLIZAS REHABILITADAS;PENSIONES LEY 100;1
29003620020;POLIZAS CANCELADAS Y-O VENCIDAS;PENSIONES LEY 100;1
29003620999;TOTAL POLIZAS VIGENTES FINAL EJERCIC;PENSIONES LEY 100;1
29003621005;PRIMAS CEDIDAS CONT AUTOM REASEG;PENSIONES LEY 100;-1
29003621010;PRIMAS CEDIDAS CONT FACUL REASEG;PENSIONES LEY 100;-1
29003621015;PRIMAS CEDIDAS CONTRATOS AUTOMAT REA;PENSIONES LEY 100;-1
29003621020;PRIMAS CEDIDAS CONTRATOS FACUL REAS;PENSIONES LEY 100;-1
29003621999;SUBTOTAL;PENSIONES LEY 100;1
29003622005;ELIMINADA;PENSIONES LEY 100;1
29003622010;ELIMINADA;PENSIONES LEY 100;1
29003622015;ELIMINADA;PENSIONES LEY 100;1
29003622999;ELIMINADA;PENSIONES LEY 100;1
29003623005;PRIMAS EMITIDAS RAMO DE TERREMOTO;PENSIONES LEY 100;1
29003623010;PRIM EMIT(COB)DEL TERREM INC OTROS RAMOS;PENSIONES LEY 100;1
29003623015;PRIMAS CEDIDAS INTER Y EXTER TERREMOTO;PENSIONES LEY 100;-1
29003623020;PRIM CED INT Y EXT(COB) TERR INC OTR RAM;PENSIONES LEY 100;-1
29003623999;TOTAL PRIMAS RETENIDAS RIESGO DE TERREM;PENSIONES LEY 100;1
29003624005;PRIMAS EMI POLIZA SEGUROS SUJETAS APORTE;PENSIONES LEY 100;1
29003624010;AJUSTES O COMP PERIODICOS ANTER (RESTA);PENSIONES LEY 100;-1
29003624999;SUBTOTAL BASE CAL APRTE PRONAS SEGUROS;PENSIONES LEY 100;1
29003701005;PRIMAS EMITIDAS DIRECTAS;PENSIONES VOLUNTARIAS;1
29003701010;PRIMAS ACEPTADAS EN COASEGURO;PENSIONES VOLUNTARIAS;1
29003701015;CANC Y-O ANULAC PRIMAS EMIT DIR Y COA;PENSIONES VOLUNTARIAS;-1
29003701020;ACEPTADAS REASEGURO INTERIOR;PENSIONES VOLUNTARIAS;1
29003701025;ACEPTADAS REASEGURO EXTERIOR;PENSIONES VOLUNTARIAS;1
29003701030;CANC Y-O ANULAC PRIMAS REASEG ACEP;PENSIONES VOLUNTARIAS;-1
29003701035;CEDIDAS REASEGURO INTERIOR;PENSIONES VOLUNTARIAS;-1
29003701040;CEDIDAS REASEGURO EXTERIOR;PENSIONES VOLUNTARIAS;-1
29003701045;CANC Y-O ANULAC PRIMAS REASEG CEDI;PENSIONES VOLUNTARIAS;-1
29003701050;Primas acept y/o cedidas x CamComp SOAT;PENSIONES VOLUNTARIAS;1
29003701999;SUBTOTAL;PENSIONES VOLUNTARIAS;1
29003702005;ELIMINADA;PENSIONES VOLUNTARIAS;1
29003702006;LIBERAC RESER TEC DE PRIMA NO DEVENGADA;PENSIONES VOLUNTARIAS;1
29003702007;LIBERAC RESER TEC POR INSUFICIE DE PRIMA;PENSIONES VOLUNTARIAS;1
29003702010;LIBERACION RESERVA MATEMATICA;PENSIONES VOLUNTARIAS;1
29003702015;LIBERACION RES MAT RIESGOS PROFESI;PENSIONES VOLUNTARIAS;1
29003702017;LIBERACION RESERVA BEEPS(RESTA);PENSIONES VOLUNTARIAS;1
29003702020;LIBERACION RES SEG VIDA AHORRO CON;PENSIONES VOLUNTARIAS;1
29003702022;LIBERAC RESER TEC DE INSUFICI DE ACTIVOS;PENSIONES VOLUNTARIAS;1
29003702025;ELIMINADA;PENSIONES VOLUNTARIAS;1
29003702026;CONSTI RESER TEC DE PRIMA NO DEVENGADA;PENSIONES VOLUNTARIAS;-1
29003702027;CONSTI RESER TEC POR INSUFICIE DE PRIMA;PENSIONES VOLUNTARIAS;-1
29003702030;CONST RESERVA MATEMATICA;PENSIONES VOLUNTARIAS;-1
29003702035;CONST RES MAT RIESGOS PROFESIONALES;PENSIONES VOLUNTARIAS;-1
29003702037;CONSTITUCION RESERVA MATEMA BEEPS;PENSIONES VOLUNTARIAS;-1
29003702040;CONST RES SEG VIDA AHORRO CON PARTI;PENSIONES VOLUNTARIAS;-1
29003702045;CONSTITU RESER DE INSUFICIEN DE ACTIVOS;PENSIONES VOLUNTARIAS;-1
29003702999;SUBTOTAL;PENSIONES VOLUNTARIAS;1
29003703999;PRIMAS DEVENGADAS;PENSIONES VOLUNTARIAS;1
29003704005; LIBERACION RES MAT RIESGOS PROFESIO;PENSIONES VOLUNTARIAS;1
29003704007;LIBERACION RES MATEMATICA BEEPS;PENSIONES VOLUNTARIAS;1
29003704010; LIBERACION RES PARA SINIESTROS AVISA;PENSIONES VOLUNTARIAS;1
29003704015; LIBERACION RES PARA SINIESTROS NO AVIS;PENSIONES VOLUNTARIAS;1
29003704020; LIBERACION RES DESVIAC DE SINIESTRAL;PENSIONES VOLUNTARIAS;1
29003704025; LIBERACION RESERVAS ESPECIALES;PENSIONES VOLUNTARIAS;1
29003704026;LIBERACION RESERVA DE RIESGO CATASTROFIC;PENSIONES VOLUNTARIAS;1
29003704030; CONST RESERVA MATEMAT RIESG PROFES;PENSIONES VOLUNTARIAS;-1
29003704035; CONST RESERVA SINIESTROS AVISAD;PENSIONES VOLUNTARIAS;-1
29003704037;CONSTITUCION RESERVA MAT BEEPS (RESTA);PENSIONES VOLUNTARIAS;-1
29003704040; CONST RESERVA SINIESTROS NO AVIS;PENSIONES VOLUNTARIAS;-1
29003704045; CONST RESERVA DESVIAC SINIESTRALID;PENSIONES VOLUNTARIAS;-1
29003704050; CONST RESERVAS ESPECIALES;PENSIONES VOLUNTARIAS;-1
29003704051;CONST RESERVA DE RIESGO CATASTROFICO;PENSIONES VOLUNTARIAS;-1
29003704999; SUBTOTAL;PENSIONES VOLUNTARIAS;1
29003705005;SINIESTROS LIQUIDADOS;PENSIONES VOLUNTARIAS;-1
29003705010;SINIESTROS DE ACEP REASEG INTERIOR;PENSIONES VOLUNTARIAS;-1
29003705015;SINIESTROS DE ACEP CONT NO PROPORC;PENSIONES VOLUNTARIAS;-1
29003705020;SINIESTROS DE ACEP REASEG EXTERIOR;PENSIONES VOLUNTARIAS;-1
29003705025;SINIESTROS DE ACEP CONTRAT NO PROP;PENSIONES VOLUNTARIAS;-1
29003705999;SUBTOTAL;PENSIONES VOLUNTARIAS;1
29003706005;REEMB SINIESTROS SOB CESIONES REAS;PENSIONES VOLUNTARIAS;1
29003706010;REEMB SINIESTROS CONTR NO PROPORC;PENSIONES VOLUNTARIAS;1
29003706015;REEMB SINIESTROS SOB CESIONES REAS;PENSIONES VOLUNTARIAS;1
29003706020;REEMB SINIESTROS CONTR NO PROPORC;PENSIONES VOLUNTARIAS;1
29003706025;REEMB STROS GARANTIZ X LA NACION RGOS;PENSIONES VOLUNTARIAS;1
29003706030;REEMB POR ENFERMEDAD PROFESIONAL;PENSIONES VOLUNTARIAS;1
29003706999;SUBTOTAL;PENSIONES VOLUNTARIAS;1
29003707005; SALVAMENTOS DE ACEP REAS INTERIOR;PENSIONES VOLUNTARIAS;1
29003707010; SALVAMENTOS DE ACEP REAS EXTERIOR;PENSIONES VOLUNTARIAS;1
29003707015; SALVAMENTOS LIQUIDADOS Y REALIZADOS;PENSIONES VOLUNTARIAS;1
29003707020; RECOBROS;PENSIONES VOLUNTARIAS;1
29003707025; GTOS SALVAM PARTE REASEG INTERIOR;PENSIONES VOLUNTARIAS;-1
29003707030; GTOS SALVAM PARTE REASEG EXTERIOR;PENSIONES VOLUNTARIAS;-1
29003707999; SUBTOTAL;PENSIONES VOLUNTARIAS;1
29003708999;SINIESTROS CTA COMPANIA;PENSIONES VOLUNTARIAS;1
29003709005;COMISIONES REASEGURO CEDIDO;PENSIONES VOLUNTARIAS;-1
29003709010;INGRESOS EXCESO DE PERDIDA;PENSIONES VOLUNTARIAS;1
29003709015;PARTICIP UTILIDADES REASEG CEDIDO;PENSIONES VOLUNTARIAS;1
29003709020;INT Y GTOS RECONOCIDOS X REASEGUR;PENSIONES VOLUNTARIAS;1
29003709025;INTER RECON A REASEGURADORES;PENSIONES VOLUNTARIAS;-1
29003709030;PARTICIPAC UTILIDADES Y OTROS;PENSIONES VOLUNTARIAS;1
29003709035;COSTO EXCESO DE PERDIDA;PENSIONES VOLUNTARIAS;-1
29003709999;SUBTOTAL;PENSIONES VOLUNTARIAS;1
29003710005;OTROS PRODUCTOS DE SEGUROS;PENSIONES VOLUNTARIAS;1
29003710010;REMUNERACION DE ADMON DE COASEG;PENSIONES VOLUNTARIAS;-1
29003710015;GTOS DE ADMON COASEG ACEPTADO;PENSIONES VOLUNTARIAS;-1
29003710020;PROV CTAS POR COBRAR ACTIVIDAD ASEG;PENSIONES VOLUNTARIAS;-1
29003710025;CTOS RIESGOS PROFESIONALES;PENSIONES VOLUNTARIAS;-1
29003710030;CONTRIBUCIONES DE SEGUROS;PENSIONES VOLUNTARIAS;-1
29003710035;OTROS EGRESOS;PENSIONES VOLUNTARIAS;-1
29003710999;SUBTOTAL;PENSIONES VOLUNTARIAS;1
29003711005;ELIMINADA;PENSIONES VOLUNTARIAS;1
29003711010;ELIMINADA;PENSIONES VOLUNTARIAS;1
29003711015;GASTOS DE ADMINISTRACION DIRECTOS RAMO;PENSIONES VOLUNTARIAS;-1
29003711020;GASTOS DEPERSONAL DIRECTOS RAMO;PENSIONES VOLUNTARIAS;-1
29003711025;GASTOS DE ADM INDIREC ASIGN A CADA  RAMO;PENSIONES VOLUNTARIAS;-1
29003711030;GASTOS DE PERSO INDI ASIGNAB A CADA RAMO;PENSIONES VOLUNTARIAS;-1
29003711999;SUBTOTAL;PENSIONES VOLUNTARIAS;1
29003712005;REMUNERACION A FAVOR DE INTERMEDIA;PENSIONES VOLUNTARIAS;-1
29003712010;COMISIONES AFP;PENSIONES VOLUNTARIAS;-1
29003712015;ELIMINADA;PENSIONES VOLUNTARIAS;1
29003712020;GASTOS EN TARIFACION;PENSIONES VOLUNTARIAS;-1
29003712025;REMU POR USO DE RED Y A CANA DE COMERC;PENSIONES VOLUNTARIAS;-1
29003712030;PAPELERIA Y GASTOS DE ENTREGA;PENSIONES VOLUNTARIAS;-1
29003712999;SUBTOTAL;PENSIONES VOLUNTARIAS;1
29003713999;Ys Y-O GTOS NETOS REASEG, ADMIN Y PERSON;PENSIONES VOLUNTARIAS;1
29003714999;RESULTADO TECNICO;PENSIONES VOLUNTARIAS;1
29003715005;ELIMINADA;PENSIONES VOLUNTARIAS;1
29003715010;OTRAS PROVISIONES;PENSIONES VOLUNTARIAS;-1
29003715015;Ys Y-O EGRESOS REPORTES PROG ESPEC;PENSIONES VOLUNTARIAS;1
29003715020;OTROS INGRESOS Y EGRESOS;PENSIONES VOLUNTARIAS;1
29003715025;ING REALI DE ACT V RAZ RESP LAS RES TECN;PENSIONES VOLUNTARIAS;1
29003715030;ING CAUS ACT A CORT AMORT RESP RE TEC;PENSIONES VOLUNTARIAS;1
29003715035;ING Y EGRE PORT DE INV DIF A RESER TECNI;PENSIONES VOLUNTARIAS;1
29003715040;EGRE INVER DE LAS RESERNAS TECNICAS;PENSIONES VOLUNTARIAS;-1
29003715045;OTROS GASTOS DE ADMIN Y PERS NO ASIG;PENSIONES VOLUNTARIAS;-1
29003715999;SUBTOTAL;PENSIONES VOLUNTARIAS;1
29003716999;UTILIDAD ANTES DE IMPUESTOS;PENSIONES VOLUNTARIAS;1
29003717999;IMPTO DE RENTA Y COMPLEMENTARIOS;PENSIONES VOLUNTARIAS;1
29003718999;RESULTADOS DEL EJERCICIO;PENSIONES VOLUNTARIAS;1
29003719005;DIRECTOS;PENSIONES VOLUNTARIAS;1
29003719010;ACEPTADOS EN REASEGURO;PENSIONES VOLUNTARIAS;1
29003719015;PARTE REASEGURO AL INTERIOR;PENSIONES VOLUNTARIAS;1
29003719020;PARTE REASEGURO AL EXTERIOR;PENSIONES VOLUNTARIAS;1
29003719999;RETENCION NETA DE LA COMPANIA;PENSIONES VOLUNTARIAS;1
29003720005;POLIZAS VIGENTES AL FINAL ANO ANTERIOR;PENSIONES VOLUNTARIAS;1
29003720010;POLIZAS EMITIDAS NUEVAS;PENSIONES VOLUNTARIAS;1
29003720015;POLIZAS REHABILITADAS;PENSIONES VOLUNTARIAS;1
29003720020;POLIZAS CANCELADAS Y-O VENCIDAS;PENSIONES VOLUNTARIAS;1
29003720999;TOTAL POLIZAS VIGENTES FINAL EJERCIC;PENSIONES VOLUNTARIAS;1
29003721005;PRIMAS CEDIDAS CONT AUTOM REASEG;PENSIONES VOLUNTARIAS;-1
29003721010;PRIMAS CEDIDAS CONT FACUL REASEG;PENSIONES VOLUNTARIAS;-1
29003721015;PRIMAS CEDIDAS CONTRATOS AUTOMAT REA;PENSIONES VOLUNTARIAS;-1
29003721020;PRIMAS CEDIDAS CONTRATOS FACUL REAS;PENSIONES VOLUNTARIAS;-1
29003721999;SUBTOTAL;PENSIONES VOLUNTARIAS;1
29003722005;ELIMINADA;PENSIONES VOLUNTARIAS;1
29003722010;ELIMINADA;PENSIONES VOLUNTARIAS;1
29003722015;ELIMINADA;PENSIONES VOLUNTARIAS;1
29003722999;ELIMINADA;PENSIONES VOLUNTARIAS;1
29003723005;PRIMAS EMITIDAS RAMO DE TERREMOTO;PENSIONES VOLUNTARIAS;1
29003723010;PRIM EMIT(COB)DEL TERREM INC OTROS RAMOS;PENSIONES VOLUNTARIAS;1
29003723015;PRIMAS CEDIDAS INTER Y EXTER TERREMOTO;PENSIONES VOLUNTARIAS;-1
29003723020;PRIM CED INT Y EXT(COB) TERR INC OTR RAM;PENSIONES VOLUNTARIAS;-1
29003723999;TOTAL PRIMAS RETENIDAS RIESGO DE TERREM;PENSIONES VOLUNTARIAS;1
29003724005;PRIMAS EMI POLIZA SEGUROS SUJETAS APORTE;PENSIONES VOLUNTARIAS;1
29003724010;AJUSTES O COMP PERIODICOS ANTER (RESTA);PENSIONES VOLUNTARIAS;-1
29003724999;SUBTOTAL BASE CAL APRTE PRONAS SEGUROS;PENSIONES VOLUNTARIAS;1
29003801005;PRIMAS EMITIDAS DIRECTAS;PENSIONES CON CONMUTACIÓN PENSIONAL;1
29003801010;PRIMAS ACEPTADAS EN COASEGURO;PENSIONES CON CONMUTACIÓN PENSIONAL;1
29003801015;CANC Y-O ANULAC PRIMAS EMIT DIR Y COA;PENSIONES CON CONMUTACIÓN PENSIONAL;-1
29003801020;ACEPTADAS REASEGURO INTERIOR;PENSIONES CON CONMUTACIÓN PENSIONAL;1
29003801025;ACEPTADAS REASEGURO EXTERIOR;PENSIONES CON CONMUTACIÓN PENSIONAL;1
29003801030;CANC Y-O ANULAC PRIMAS REASEG ACEP;PENSIONES CON CONMUTACIÓN PENSIONAL;-1
29003801035;CEDIDAS REASEGURO INTERIOR;PENSIONES CON CONMUTACIÓN PENSIONAL;-1
29003801040;CEDIDAS REASEGURO EXTERIOR;PENSIONES CON CONMUTACIÓN PENSIONAL;-1
29003801045;CANC Y-O ANULAC PRIMAS REASEG CEDI;PENSIONES CON CONMUTACIÓN PENSIONAL;-1
29003801050;Primas acept y/o cedidas x CamComp SOAT;PENSIONES CON CONMUTACIÓN PENSIONAL;1
29003801999;SUBTOTAL;PENSIONES CON CONMUTACIÓN PENSIONAL;1
29003802005;ELIMINADA;PENSIONES CON CONMUTACIÓN PENSIONAL;1
29003802006;LIBERAC RESER TEC DE PRIMA NO DEVENGADA;PENSIONES CON CONMUTACIÓN PENSIONAL;1
29003802007;LIBERAC RESER TEC POR INSUFICIE DE PRIMA;PENSIONES CON CONMUTACIÓN PENSIONAL;1
29003802010;LIBERACION RESERVA MATEMATICA;PENSIONES CON CONMUTACIÓN PENSIONAL;1
29003802015;LIBERACION RES MAT RIESGOS PROFESI;PENSIONES CON CONMUTACIÓN PENSIONAL;1
29003802017;LIBERACION RESERVA BEEPS(RESTA);PENSIONES CON CONMUTACIÓN PENSIONAL;1
