"Cuenta";"Nombre_cuenta";"Ramo";"2016-01-31";"2016-02-29";"2016-03-31";"2016-04-30";"2016-05-31";"2016-06-30";"2016-07-31";"2016-08-31";"2016-09-30";"2016-10-31";"2016-11-30";"2016-12-31";"2017-01-31";"2017-02-28";"2017-03-31";"2017-04-30";"2017-05-31";"2017-06-30";"2017-07-31";"2017-08-31";"2017-09-30";"2017-10-31";"2017-11-30";"2017-12-31"
"29019102035";"CONST RES MAT RIESGOS PROFESIONALES";"Ramos_Vida";199774607;381449720;600641630;804134109;1010195955;1054412460;1282890754;1542443254;1767145759;1792790612;1792790612;1748951226;68965416;206381103;355347898;505573100;657397051;604058852;690267647;765229958;819772842;895626891;899654166;953755954
"29019102037";"CONSTITUCION RESERVA MATEMA BEEPS";"Ramos_Vida";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29019102040";"CONST RES SEG VIDA AHORRO CON PARTI";"Ramos_Vida";-574324;-574324;-574324;-574324;-574324;-574324;-574324;-574324;-574324;-574324;-574324;-574324;0;0;0;0;0;0;0;0;0;0;0;0
"29019102045";"CONSTITU RESER DE INSUFICIEN DE ACTIVOS";"Ramos_Vida";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29019102999";"SUBTOTAL";"Ramos_Vida";-2219343577;-5769372412;-10206878917;-14439539159;-18568919434;-19785083749;-23970937572;-28672797176;-33897085710;-35802818864;-36531098869;-36178476415;-4603554647;-9959330593;-14787256959;-17044428220;-20872245547;-22484391845;-21782583755;-24412940342;-25032583565;-25488622243;-25450856548;-26371458137
"29019103999";"PRIMAS DEVENGADAS";"Ramos_Vida";14606925376;30357297694;46428478087;62520289608;79339915295;100663193072;117252435295;134500336196;152352224958;172977977817;194799238570;218458378130;15909836943;32729965557;51343653519;70801182944;91391017480;117678864420;138649829048;160433601995;183920870800;207891757750;232443269696;248518150561
"29019104005";" LIBERACION RES MAT RIESGOS PROFESIO";"Ramos_Vida";0;0;0;0;0;0;0;0;0;0;9864904;9864904;0;0;0;0;0;0;0;0;0;0;0;0
"29019104007";"LIBERACION RES MATEMATICA BEEPS";"Ramos_Vida";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29019104010";" LIBERACION RES PARA SINIESTROS AVISA";"Ramos_Vida";6121702837;12759789196;43437600071;45610142274;48706432795;53032883730;55449521126;56497508728;57410955360;58615251069;59452896268;32906741912;14846891769;17776708406;22049984335;23944584364;27322332543;29043471633;31759063401;33295265145;37756029192;41321706344;43158336683;44456938354
"29019104015";" LIBERACION RES PARA SINIESTROS NO AVIS";"Ramos_Vida";176407974;242017468;435143698;1660476901;1742153612;2042130448;2333228772;2382258410;2976533608;3025468161;5117040082;5012134240;50360290;607828508;2278084157;2473062013;2752377998;3063405501;3594574677;3855203693;4104741372;4677842288;4913576850;5178414240
"29019104020";" LIBERACION RES DESVIAC DE SINIESTRAL";"Ramos_Vida";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29019104025";" LIBERACION RESERVAS ESPECIALES";"Ramos_Vida";0;3540851897;3742604273;3904405213;4476722271;4476722271;4476722271;5058638901;5340425264;5357599775;5660130098;5903834508;3070730894;5174319275;5368292954;6699718860;6699718860;6699718860;7995072912;8295072912;8295072912;8295072912;34381652841;34381652841
"29019104026";"LIBERACION RESERVA DE RIESGO CATASTROFIC";"Ramos_Vida";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29019104030";" CONST RESERVA MATEMAT RIESG PROFES";"Ramos_Vida";-199774607;-381449720;-600641630;-804134109;-1010195955;-1054412460;-1282890754;-1542443254;-1767145759;-1792790612;-1792790612;-1748951226;-68965416;-206381103;-355347898;-505573100;-657397051;-604058852;-690267647;-765229958;-819772842;-895626891;-899654166;-953755954
"29019104035";" CONST RESERVA SINIESTROS AVISAD";"Ramos_Vida";-6049799640;-15114870395;-48424966575;-51631980308;-54943030940;-58647084157;-61336584517;-65232463917;-65668041498;-63415580853;-69213899936;-42494195823;-12994047757;-14175552316;-22567745507;-24852871295;-31557526056;-36513364516;-41146752402;-44676094718;-44783303259;-45300877074;-45527053994;-47244538467
"29019104037";"CONSTITUCION RESERVA MAT BEEPS (RESTA)";"Ramos_Vida";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29019104040";" CONST RESERVA SINIESTROS NO AVIS";"Ramos_Vida";-196942227;-683370239;-1152323008;-2643342554;-2991432686;-3415838198;-3880933107;-4282722873;-5316693526;-5599676621;-6021833359;-6278933450;-303410718;-1092846626;-1289482514;-1417948883;-1550933163;-1675281453;-2033808845;-2156759125;-5193753072;-7313791689;-37048712317;-37479187794
"29019104045";" CONST RESERVA DESVIAC SINIESTRALID";"Ramos_Vida";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29019104050";" CONST RESERVAS ESPECIALES";"Ramos_Vida";0;0;-41171551;-74385324;-100219508;-114064398;-134091793;-137953382;-1736490299;-6097368153;-2815156319;-3032850764;0;-1153880017;-1276784531;-2231668837;-2276583207;-2348069119;-2351534020;-2354388429;-2357771377;-2376605863;0;0
"29019104051";"CONST RESERVA DE RIESGO CATASTROFICO";"Ramos_Vida";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29019104999";" SUBTOTAL";"Ramos_Vida";-148405663;362968207;-2603754722;-3978817907;-4119570411;-3679662764;-4375028002;-7257177387;-8760456850;-9907097234;-9603748874;-9722355699;4601559062;6930196127;4207000996;4109303122;731989924;-2334177946;-2873651924;-4506930480;-2998757074;-1592279973;-1021854103;-1660476780
"29019105005";"SINIESTROS LIQUIDADOS";"Ramos_Vida";7088523839;17487021346;25312574163;34252436617;45438354520;62241194182;69882451030;77583726709;86761078485;94892000955;106846809777;119776874147;12954906426;24453810005;33721458600;42020108860;48963206169;59863296742;68858897288;78688670529;89979567615;99301055555;108063519529;117532161202
"29019105010";"SINIESTROS DE ACEP REASEG INTERIOR";"Ramos_Vida";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29019105015";"SINIESTROS DE ACEP CONT NO PROPORC";"Ramos_Vida";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29019105020";"SINIESTROS DE ACEP REASEG EXTERIOR";"Ramos_Vida";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29019105025";"SINIESTROS DE ACEP CONTRAT NO PROP";"Ramos_Vida";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29019105999";"SUBTOTAL";"Ramos_Vida";7088523839;17487021346;25312574163;34252436617;45438354520;62241194182;69882451030;77583726709;86761078485;94892000955;106846809777;119776874147;12954906426;24453810005;33721458600;42020108860;48963206169;59863296742;68858897288;78688670529;89979567615;99301055555;108063519529;117532161202
"29019106005";"REEMB SINIESTROS SOB CESIONES REAS";"Ramos_Vida";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29019106010";"REEMB SINIESTROS CONTR NO PROPORC";"Ramos_Vida";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29019106015";"REEMB SINIESTROS SOB CESIONES REAS";"Ramos_Vida";281623164;582044678;881790335;1251804734;1631024386;1884685481;2106149725;2334726302;2542375797;2682010117;2766731739;2842745715;60406162;153362721;217048536;249436125;297236066;428010534;457839596;529240763;589473212;628329177;711966739;764835864
"29019106020";"REEMB SINIESTROS CONTR NO PROPORC";"Ramos_Vida";0;0;0;164000000;164000000;164000000;200177607;200177607;200177607;200177607;200177619;405795338;0;0;0;49011690;49011690;49011690;49011690;649011690;649011690;649011692;649011692;649011692
"29019106025";"REEMB STROS GARANTIZ X LA NACION RGOS";"Ramos_Vida";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29019106030";"REEMB POR ENFERMEDAD PROFESIONAL";"Ramos_Vida";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29019106999";"SUBTOTAL";"Ramos_Vida";281623164;582044678;881790335;1415804734;1795024386;2048685481;2306327332;2534903909;2742553404;2882187724;2966909358;3248541053;60406162;153362721;217048536;298447815;346247756;477022224;506851286;1178252453;1238484902;1277340869;1360978431;1413847556
"29019107005";" SALVAMENTOS DE ACEP REAS INTERIOR";"Ramos_Vida";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29019107010";" SALVAMENTOS DE ACEP REAS EXTERIOR";"Ramos_Vida";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29019107015";" SALVAMENTOS LIQUIDADOS Y REALIZADOS";"Ramos_Vida";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29019107020";" RECOBROS";"Ramos_Vida";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29019107025";" GTOS SALVAM PARTE REASEG INTERIOR";"Ramos_Vida";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29019107030";" GTOS SALVAM PARTE REASEG EXTERIOR";"Ramos_Vida";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29019107999";" SUBTOTAL";"Ramos_Vida";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29019108999";"SINIESTROS CTA COMPANIA";"Ramos_Vida";-6955306338;-16542008461;-27034538550;-36815449790;-47762900545;-63872171465;-71951151700;-82306000187;-92778981931;-101916910465;-113483649293;-126250688793;-8292941202;-17370251157;-29297409068;-37612357923;-47884968489;-61720452464;-71225697926;-82017348556;-91739839787;-99615994659;-107724395201;-117778790426
"29019109005";"COMISIONES REASEGURO CEDIDO";"Ramos_Vida";0;0;0;0;0;895663;26215062;47831588;65002038;75012782;94096944;113428874;25903723;52352205;68775016;69328746;104345987;127929577;148690586;160280018;166540020;177406958;205879954;177890187
"29019109010";"INGRESOS EXCESO DE PERDIDA";"Ramos_Vida";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29019109015";"PARTICIP UTILIDADES REASEG CEDIDO";"Ramos_Vida";0;0;80745347;80745347;80745347;80745347;80745347;80745347;80745347;80745347;80745347;80745347;0;0;0;0;0;0;0;0;0;0;0;0
"29019109020";"INT Y GTOS RECONOCIDOS X REASEGUR";"Ramos_Vida";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29019109025";"INTER RECON A REASEGURADORES";"Ramos_Vida";-3668197;-7361590;-14788455;-18818266;-23028127;-16503347;-21055270;-25789212;-26549424;-31877446;-35513272;-36653865;-2927093;-3800997;-4664073;-5550379;-6415613;-7276119;-8602961;-9833828;-5323403;-6279374;-7396831;-14496024
"29019109030";"PARTICIPAC UTILIDADES Y OTROS";"Ramos_Vida";0;0;0;0;0;0;0;0;0;0;0;0;0;0;-6662791;-6662791;-6662791;-6662791;-6662791;-6662791;-6662791;-6662791;-6662791;-6662791
"29019109035";"COSTO EXCESO DE PERDIDA";"Ramos_Vida";-383220298;-756083264;-1501283410;-2233641647;-2967521852;-3709608063;-4198778334;-4700296041;-5226410947;-5752245521;-6280855008;-6956743338;-630885638;-1380742569;-2132358625;-2809251171;-3586969043;-4319631927;-5080438998;-6084828981;-6821545934;-7562893146;-8287655438;-9157777101
"29019109999";"SUBTOTAL";"Ramos_Vida";-386888495;-763444854;-1435326518;-2171714566;-2909804632;-3644470400;-4112873195;-4597508318;-5107212986;-5628364838;-6141525989;-6799222982;-607909008;-1332191361;-2074910473;-2752135595;-3495701460;-4205641260;-4947014164;-5941045582;-6666992108;-7398428353;-8095835106;-9001045729
"29019110005";"OTROS PRODUCTOS DE SEGUROS";"Ramos_Vida";58037096;622381258;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29019110010";"REMUNERACION DE ADMON DE COASEG";"Ramos_Vida";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29019110015";"GTOS DE ADMON COASEG ACEPTADO";"Ramos_Vida";0;-1162846;-1767098;-2382754;-2382754;-3657168;-4317646;-4994094;-5684008;-6389672;-7110660;-7848061;-752699;-1519052;-2307228;-3100298;-3915062;-3915062;-4461705;-5017420;-6143978;-6143978;-6713952;-7874093
"29019110020";"PROV CTAS POR COBRAR ACTIVIDAD ASEG";"Ramos_Vida";0;-237885888;-282867796;-282867796;-282867796;-282867796;-44981908;-44981908;-218531779;-156293912;-443233498;-294147216;-348857122;-425284453;-685165939;-739327119;-1095630356;-1163263077;-1733745757;-1068263084;-1453307170;-872445373;-1792775316;-551935668
"29019110025";"CTOS RIESGOS PROFESIONALES";"Ramos_Vida";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29019110030";"CONTRIBUCIONES DE SEGUROS";"Ramos_Vida";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29019110035";"OTROS EGRESOS";"Ramos_Vida";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29019110999";"SUBTOTAL";"Ramos_Vida";58037096;383332524;-284634894;-285250550;-285250550;-286524964;-49299554;-49976002;-224215787;-162683584;-450344158;-301995277;-349609821;-426803505;-687473167;-742427417;-1099545418;-1167178139;-1738207462;-1073280504;-1459451148;-878589351;-1799489268;-559809761
"29019111005";"ELIMINADA";"Ramos_Vida";1532415425;2955293407;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29019111010";"ELIMINADA";"Ramos_Vida";824417528;1672421414;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29019111015";"GASTOS DE ADMINISTRACION DIRECTOS RAMO";"Ramos_Vida";0;0;699975921;991727671;1246886886;1524556720;1778488000;2046874600;2331290461;2605553863;2882158005;3165642432;254083842;527991581;877023907;1169392384;1465284156;2134413648;2377777976;4447836563;4750517278;6613186501;7116948066;7160707098
"29019111020";"GASTOS DEPERSONAL DIRECTOS RAMO";"Ramos_Vida";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29019111025";"GASTOS DE ADM INDIREC ASIGN A CADA  RAMO";"Ramos_Vida";0;0;3694077395;4690910664;6082220373;7134450077;8346296554;9559589389;10556345047;11794518798;13063591087;14419673040;1568812954;3066531605;4639735639;5595013049;6731575070;7745274539;9278238921;10216099456;11344320730;12594994477;14128223534;16001388518
"29019111030";"GASTOS DE PERSO INDI ASIGNAB A CADA RAMO";"Ramos_Vida";0;0;2601588567;3368460639;4272177526;5113668358;5927537877;6688247153;7381966015;8189526323;8990732725;9713077882;915172469;1995862774;2905889522;3768148070;4700202724;5563108821;6483778380;7319792273;8571139619;9489640481;10338736599;11191442405
"29019111999";"SUBTOTAL";"Ramos_Vida";2356832953;4627714821;6995641883;9051098974;11601284785;13772675155;16052322431;18294711142;20269601523;22589598984;24936481817;27298393354;2738069265;5590385960;8422649068;10532553503;12897061950;15442797008;18139795277;21983728292;24665977627;28697821459;31583908199;34353538021
"29019112005";"REMUNERACION A FAVOR DE INTERMEDIA";"Ramos_Vida";114817636;196801390;326613817;478885041;601586379;729012542;859146729;1062321303;1217649927;1356281278;1495831355;1691958132;128669257;261506687;450994652;601852689;735234215;893145618;1004576978;1121759222;1246501058;1366349863;1617678824;1534789141
"29019112010";"COMISIONES AFP";"Ramos_Vida";0;0;23711622;23711622;23711622;23711622;23711622;23711622;23711622;23711622;23711622;23711622;0;0;0;0;0;0;0;0;0;0;0;0
"29019112015";"ELIMINADA";"Ramos_Vida";4787348176;10202579718;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29019112020";"GASTOS EN TARIFACION";"Ramos_Vida";0;0;37053316;47248254;57053016;66782161;78160473;89566065;101509577;113422332;124156694;137996081;29115726;38711064;48063820;60940844;69940533;83602929;94947718;105965507;119648552;138871474;156474008;171502156
"29019112025";"REMU POR USO DE RED Y A CANA DE COMERC";"Ramos_Vida";0;0;15690801344;21271092994;26771643898;34266352986;39749752996;45510485831;51552663002;57468719461;63497242774;69186132318;5195254750;9732212311;16961185441;22422067669;28808464972;36046795831;41407954929;47567149698;53970108724;60818498887;67497487426;72284868611
"29019112030";"PAPELERIA Y GASTOS DE ENTREGA";"Ramos_Vida";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29019112999";"SUBTOTAL";"Ramos_Vida";4902165812;10399381108;16078180099;21820937911;27453994915;35085859311;40710771820;46686084821;52895534128;58962134693;65140942445;71039798153;5353039733;10032430062;17460243913;23084861202;29613639720;37023544378;42507479625;48794874427;55336258334;62323720224;69271640258;73991159908
"29019113999";"Ys Y-O GTOS NETOS REASEG, ADMIN Y PERSON";"Ramos_Vida";-7587850164;-15407208259;-24793783394;-33329002001;-42250334882;-52789529830;-60925267000;-69628280283;-78496564424;-87342782099;-96669294409;-105439409766;-9048627827;-17381810888;-28645276621;-37111977717;-47105948548;-57839160785;-67332496528;-77792928805;-88128679217;-99298559387;-110750872831;-117905553419
"29019114999";"RESULTADO TECNICO";"Ramos_Vida";63768874;-1591919026;-5399843857;-7624162183;-10673320132;-15998508223;-15623983405;-17433944274;-18923321397;-16281714747;-15353705132;-13231720429;-1431732086;-2022096488;-6599032170;-3923152696;-3599899557;-1880748829;91634594;623324634;4052351796;8977203704;13968001664;12833806716
"29019115005";"ELIMINADA";"Ramos_Vida";10622262714;22669995996;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29019115010";"OTRAS PROVISIONES";"Ramos_Vida";0;0;0;0;0;0;0;0;-14658898;-12335519;-19756305;-14488677;0;0;-22554707;-22554707;0;0;0;0;0;0;0;0
"29019115015";"Ys Y-O EGRESOS REPORTES PROG ESPEC";"Ramos_Vida";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29019115020";"OTROS INGRESOS Y EGRESOS";"Ramos_Vida";-373253853;-350583823;2205031279;10346585848;11159400195;13097078008;13442403235;13934653693;14879274597;14544064379;15208681508;15248917345;515204045;1921790481;2871317857;4388620979;5040062387;5516936089;5983486150;6304978436;6654591852;7700870787;8949291090;8431641980
"29019115025";"ING REALI DE ACT V RAZ RESP LAS RES TECN";"Ramos_Vida";0;0;29726896844;39945139561;49104113253;57409295256;66008247254;74769211148;81333762396;86616996295;92287569548;98284719919;7190182119;15455688527;25888777032;34483983560;42215687012;57934027086;65684096334;73024288441;78658310286;86470459325;91442252364;96948274929
"29019115030";"ING CAUS ACT A CORT AMORT RESP RE TEC";"Ramos_Vida";0;0;11034374722;16107889587;19628740407;27834560583;31861865271;35967362881;41506774780;51035997646;58620655497;63543564032;9252717960;15701696716;24650115562;30296106153;38007528612;43751539079;49991432903;54962832914;60155928276;64864600682;71295041111;76708042942
"29019115035";"ING Y EGRE PORT DE INV DIF A RESER TECNI";"Ramos_Vida";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29019115040";"EGRE INVER DE LAS RESERNAS TECNICAS";"Ramos_Vida";0;0;-3309349122;-5101639514;-6460924321;-8027477889;-10868623308;-13745066769;-16427782281;-21619024101;-29100120668;-32457255907;-4847897691;-11008132491;-15708020371;-18345242827;-19894646601;-26799039060;-33623679333;-35793089535;-37852107212;-41586263137;-44643420766;-49124476171
"29019115045";"OTROS GASTOS DE ADMIN Y PERS NO ASIG";"Ramos_Vida";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29019115999";"SUBTOTAL";"Ramos_Vida";10249008861;22319412173;39656953723;61297975482;73431329534;90313455958;100443892452;110926160953;121277370594;130565698700;136997029580;144605456712;12110206433;22071043233;37679635373;50800913158;65368631410;80403463194;88035336054;98499010256;107616723202;117449667657;127043163799;132963483680
"29019116999";"UTILIDAD ANTES DE IMPUESTOS";"Ramos_Vida";10312777735;20727493147;34257109866;53673813299;62758009402;74314947735;84819909047;93492216679;102354049197;114283983953;121643324448;131373736283;10678474347;20048946745;31080603203;46877760462;61768731853;78522714365;88126970648;99122334890;111669074998;126426871361;141011165463;145797290396
"29019117999";"IMPTO DE RENTA Y COMPLEMENTARIOS";"Ramos_Vida";1714926664;2522666917;4533554600;7284375559;8375316363;10016304965;11623580678;12082014241;13871414255;16554251396;17344613803;19067812654;1030237793;2430535862;2498752388;4458291185;7235153556;10029271577;10090550552;11046387863;13216056156;15696624441;18059090803;15987607095
"29019118999";"RESULTADOS DEL EJERCICIO";"Ramos_Vida";8597851071;18204826230;29723555266;46389437740;54382693039;64298642770;73196328369;81410202438;88482634942;97729732557;104298710645;112305923629;9648236554;17618410883;28581850815;42419469277;54533578297;68493442788;78036420096;88075947027;98453018842;110730246920;122952074660;129809683301
"29019119005";"DIRECTOS";"Ramos_Vida";75792299;82273083;91296477;99129290;105204904;110016060;115286926;113609122;120491453;132645212;138494786;144053618;148023809;153139232;158301541;163328360;168213621;173500398;177688995;177346399;181710086;195841297;203321749;210009190
"29019119010";"ACEPTADOS EN REASEGURO";"Ramos_Vida";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29019119015";"PARTE REASEGURO AL INTERIOR";"Ramos_Vida";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29019119020";"PARTE REASEGURO AL EXTERIOR";"Ramos_Vida";-1255837;-1558785;-1787666;-2035881;-2248313;-2454593;-2849038;-3189130;-3482833;-3728524;-4013075;-4281255;-5910377;-6010824;-5925913;-5765141;-6262382;-6495028;-6888895;-6765221;-6456445;-6179080;-6463529;-6393216
"29019119999";"RETENCION NETA DE LA COMPANIA";"Ramos_Vida";74536462;80714298;89508811;97093409;102956591;107561467;112437888;110419992;117008620;128916688;134481711;139772363;142113432;147128408;152375628;157563219;161951239;167005370;170800100;170581178;175253641;189662217;196858220;203615974
"29019120005";"POLIZAS VIGENTES AL FINAL ANO ANTERIOR";"Ramos_Vida";205402;140966;140966;140966;140966;140966;140966;140966;140966;140966;140966;140966;171833;171833;171833;171833;171833;171833;171833;171833;171833;171833;171833;171833
"29019120010";"POLIZAS EMITIDAS NUEVAS";"Ramos_Vida";14393;78606;93638;95264;95260;107239;112383;109754;119637;116387;126616;131519;6903;10242;13530;17917;22901;28559;33010;36385;36767;56716;126590;142940
"29019120015";"POLIZAS REHABILITADAS";"Ramos_Vida";4276;8923;13881;18184;22999;27635;31659;36075;41024;45865;49674;53095;3394;5889;10380;11358;11367;11369;11374;11413;11302;11312;21088;21467
"29019120020";"POLIZAS CANCELADAS Y-O VENCIDAS";"Ramos_Vida";-45042;-55312;-17791;-74487;-85113;-95234;-103761;-113522;-125493;-135712;-144830;-153747;-8818;-18498;-35085;-44548;-47928;-46403;-51023;-60023;-55523;-47889;-123765;-148936
"29019120999";"TOTAL POLIZAS VIGENTES FINAL EJERCIC";"Ramos_Vida";179029;173183;230694;179927;174112;180606;181247;173273;176134;167506;172426;171833;173312;169466;160658;156560;158173;165358;165194;159608;164379;191972;195746;187304
"29019121005";"PRIMAS CEDIDAS CONT AUTOM REASEG";"Ramos_Vida";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29019121010";"PRIMAS CEDIDAS CONT FACUL REASEG";"Ramos_Vida";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29019121015";"PRIMAS CEDIDAS CONTRATOS AUTOMAT REA";"Ramos_Vida";132516641;278167336;422013330;569730930;713936539;1086376517;1078395691;1589491810;1814027401;2010470631;2233326413;2457647404;211533236;452493681;624272407;749315987;1004728860;1224270436;1445570659;1612125730;1769296998;1720497472;2002002232;2100302291
"29019121020";"PRIMAS CEDIDAS CONTRATOS FACUL REAS";"Ramos_Vida";0;50354712;100241927;144957494;187185825;0;268214564;0;0;0;0;0;36202772;0;0;0;0;0;0;0;0;224656898;255492658;285650169
"29019121999";"SUBTOTAL";"Ramos_Vida";132516641;328522048;522255257;714688424;901122364;1086376517;1346610255;1589491810;1814027401;2010470631;2233326413;2457647404;247736008;452493681;624272407;749315987;1004728860;1224270436;1445570659;1612125730;1769296998;1945154370;2257494890;2385952460
"29019122005";"ELIMINADA";"Ramos_Vida";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29019122010";"ELIMINADA";"Ramos_Vida";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29019122015";"ELIMINADA";"Ramos_Vida";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29019122999";"ELIMINADA";"Ramos_Vida";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29019123005";"PRIMAS EMITIDAS RAMO DE TERREMOTO";"Ramos_Vida";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29019123010";"PRIM EMIT(COB)DEL TERREM INC OTROS RAMOS";"Ramos_Vida";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29019123015";"PRIMAS CEDIDAS INTER Y EXTER TERREMOTO";"Ramos_Vida";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29019123020";"PRIM CED INT Y EXT(COB) TERR INC OTR RAM";"Ramos_Vida";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29019123999";"TOTAL PRIMAS RETENIDAS RIESGO DE TERREM";"Ramos_Vida";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29019124005";"PRIMAS EMI POLIZA SEGUROS SUJETAS APORTE";"Ramos_Vida";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29019124010";"AJUSTES O COMP PERIODICOS ANTER (RESTA)";"Ramos_Vida";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29019124999";"SUBTOTAL BASE CAL APRTE PRONAS SEGUROS";"Ramos_Vida";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29019201005";"PRIMAS EMITIDAS DIRECTAS";"Ramos_Generales";7987600726;17748106703;27646848190;37105883843;51097535079;62526576551;71787122826;81260169566;92611486214;105044373023;117689398968;131942160960;7819436545;17913814496;29392072463;38348374199;53658880416;65093869753;75892268535;89318378259;105377795762;119217390484;133464846187;143285280995
"29019201010";"PRIMAS ACEPTADAS EN COASEGURO";"Ramos_Generales";552370079;1045916784;1339605502;1682862524;2142797817;2994500204;3702457594;5314650699;5894977288;6462614095;6911667992;8185215901;484673050;912067216;1448929119;2520036424;3364797457;3548092546;5347853701;6504526746;7375739049;8535455130;9261633360;10955847080
