Cuenta;Nombre_cuenta;Ramo;31/01/2016;29/02/2016;31/03/2016;30/04/2016;31/05/2016;30/06/2016;31/07/2016;31/08/2016;30/09/2016;31/10/2016;30/11/2016;31/12/2016;31/01/2017;28/02/2017;31/03/2017;30/04/2017;31/05/2017;30/06/2017;31/07/2017;31/08/2017;30/09/2017;31/10/2017;30/11/2017;31/12/2017;31/01/2018
29003906020;REEMB SINIESTROS CONTR NO PROPORC;PATRIM. AUTÓNOMO - FDO. PENS. VOLUNTARIAS; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29003906025;REEMB STROS GARANTIZ X LA NACION RGOS;PATRIM. AUTÓNOMO - FDO. PENS. VOLUNTARIAS; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29003906030;REEMB POR ENFERMEDAD PROFESIONAL;PATRIM. AUTÓNOMO - FDO. PENS. VOLUNTARIAS; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29003906999;SUBTOTAL;PATRIM. AUTÓNOMO - FDO. PENS. VOLUNTARIAS; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29003907005; SALVAMENTOS DE ACEP REAS INTERIOR;PATRIM. AUTÓNOMO - FDO. PENS. VOLUNTARIAS; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29003907010; SALVAMENTOS DE ACEP REAS EXTERIOR;PATRIM. AUTÓNOMO - FDO. PENS. VOLUNTARIAS; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29003907015; SALVAMENTOS LIQUIDADOS Y REALIZADOS;PATRIM. AUTÓNOMO - FDO. PENS. VOLUNTARIAS; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29003907020; RECOBROS;PATRIM. AUTÓNOMO - FDO. PENS. VOLUNTARIAS; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29003907025; GTOS SALVAM PARTE REASEG INTERIOR;PATRIM. AUTÓNOMO - FDO. PENS. VOLUNTARIAS; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29003907030; GTOS SALVAM PARTE REASEG EXTERIOR;PATRIM. AUTÓNOMO - FDO. PENS. VOLUNTARIAS; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29003907999; SUBTOTAL;PATRIM. AUTÓNOMO - FDO. PENS. VOLUNTARIAS; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29003908999;SINIESTROS CTA COMPANIA;PATRIM. AUTÓNOMO - FDO. PENS. VOLUNTARIAS; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29003909005;COMISIONES REASEGURO CEDIDO;PATRIM. AUTÓNOMO - FDO. PENS. VOLUNTARIAS; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29003909010;INGRESOS EXCESO DE PERDIDA;PATRIM. AUTÓNOMO - FDO. PENS. VOLUNTARIAS; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29003909015;PARTICIP UTILIDADES REASEG CEDIDO;PATRIM. AUTÓNOMO - FDO. PENS. VOLUNTARIAS; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29003909020;INT Y GTOS RECONOCIDOS X REASEGUR;PATRIM. AUTÓNOMO - FDO. PENS. VOLUNTARIAS; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29003909025;INTER RECON A REASEGURADORES;PATRIM. AUTÓNOMO - FDO. PENS. VOLUNTARIAS; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29003909030;PARTICIPAC UTILIDADES Y OTROS;PATRIM. AUTÓNOMO - FDO. PENS. VOLUNTARIAS; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29003909035;COSTO EXCESO DE PERDIDA;PATRIM. AUTÓNOMO - FDO. PENS. VOLUNTARIAS; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29003909999;SUBTOTAL;PATRIM. AUTÓNOMO - FDO. PENS. VOLUNTARIAS; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29003910005;OTROS PRODUCTOS DE SEGUROS;PATRIM. AUTÓNOMO - FDO. PENS. VOLUNTARIAS; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29003910010;REMUNERACION DE ADMON DE COASEG;PATRIM. AUTÓNOMO - FDO. PENS. VOLUNTARIAS; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29003910015;GTOS DE ADMON COASEG ACEPTADO;PATRIM. AUTÓNOMO - FDO. PENS. VOLUNTARIAS; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29003910020;PROV CTAS POR COBRAR ACTIVIDAD ASEG;PATRIM. AUTÓNOMO - FDO. PENS. VOLUNTARIAS; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29003910025;CTOS RIESGOS PROFESIONALES;PATRIM. AUTÓNOMO - FDO. PENS. VOLUNTARIAS; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29003910030;CONTRIBUCIONES DE SEGUROS;PATRIM. AUTÓNOMO - FDO. PENS. VOLUNTARIAS; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29003910035;OTROS EGRESOS;PATRIM. AUTÓNOMO - FDO. PENS. VOLUNTARIAS; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29003910999;SUBTOTAL;PATRIM. AUTÓNOMO - FDO. PENS. VOLUNTARIAS; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29003911005;ELIMINADA;PATRIM. AUTÓNOMO - FDO. PENS. VOLUNTARIAS; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29003911010;ELIMINADA;PATRIM. AUTÓNOMO - FDO. PENS. VOLUNTARIAS; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29003911015;GASTOS DE ADMINISTRACION DIRECTOS RAMO;PATRIM. AUTÓNOMO - FDO. PENS. VOLUNTARIAS; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29003911020;GASTOS DEPERSONAL DIRECTOS RAMO;PATRIM. AUTÓNOMO - FDO. PENS. VOLUNTARIAS; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29003911025;GASTOS DE ADM INDIREC ASIGN A CADA  RAMO;PATRIM. AUTÓNOMO - FDO. PENS. VOLUNTARIAS; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29003911030;GASTOS DE PERSO INDI ASIGNAB A CADA RAMO;PATRIM. AUTÓNOMO - FDO. PENS. VOLUNTARIAS; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29003911999;SUBTOTAL;PATRIM. AUTÓNOMO - FDO. PENS. VOLUNTARIAS; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29003912005;REMUNERACION A FAVOR DE INTERMEDIA;PATRIM. AUTÓNOMO - FDO. PENS. VOLUNTARIAS; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29003912010;COMISIONES AFP;PATRIM. AUTÓNOMO - FDO. PENS. VOLUNTARIAS; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29003912015;ELIMINADA;PATRIM. AUTÓNOMO - FDO. PENS. VOLUNTARIAS; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29003912020;GASTOS EN TARIFACION;PATRIM. AUTÓNOMO - FDO. PENS. VOLUNTARIAS; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29003912025;REMU POR USO DE RED Y A CANA DE COMERC;PATRIM. AUTÓNOMO - FDO. PENS. VOLUNTARIAS; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29003912030;PAPELERIA Y GASTOS DE ENTREGA;PATRIM. AUTÓNOMO - FDO. PENS. VOLUNTARIAS; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29003912999;SUBTOTAL;PATRIM. AUTÓNOMO - FDO. PENS. VOLUNTARIAS; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29003913999;Ys Y-O GTOS NETOS REASEG, ADMIN Y PERSON;PATRIM. AUTÓNOMO - FDO. PENS. VOLUNTARIAS; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29003914999;RESULTADO TECNICO;PATRIM. AUTÓNOMO - FDO. PENS. VOLUNTARIAS; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29003915005;ELIMINADA;PATRIM. AUTÓNOMO - FDO. PENS. VOLUNTARIAS; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29003915010;OTRAS PROVISIONES;PATRIM. AUTÓNOMO - FDO. PENS. VOLUNTARIAS; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29003915015;Ys Y-O EGRESOS REPORTES PROG ESPEC;PATRIM. AUTÓNOMO - FDO. PENS. VOLUNTARIAS; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29003915020;OTROS INGRESOS Y EGRESOS;PATRIM. AUTÓNOMO - FDO. PENS. VOLUNTARIAS; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29003915025;ING REALI DE ACT V RAZ RESP LAS RES TECN;PATRIM. AUTÓNOMO - FDO. PENS. VOLUNTARIAS; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29003915030;ING CAUS ACT A CORT AMORT RESP RE TEC;PATRIM. AUTÓNOMO - FDO. PENS. VOLUNTARIAS; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29003915035;ING Y EGRE PORT DE INV DIF A RESER TECNI;PATRIM. AUTÓNOMO - FDO. PENS. VOLUNTARIAS; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29003915040;EGRE INVER DE LAS RESERNAS TECNICAS;PATRIM. AUTÓNOMO - FDO. PENS. VOLUNTARIAS; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29003915045;OTROS GASTOS DE ADMIN Y PERS NO ASIG;PATRIM. AUTÓNOMO - FDO. PENS. VOLUNTARIAS; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29003915999;SUBTOTAL;PATRIM. AUTÓNOMO - FDO. PENS. VOLUNTARIAS; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29003916999;UTILIDAD ANTES DE IMPUESTOS;PATRIM. AUTÓNOMO - FDO. PENS. VOLUNTARIAS; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29003917999;IMPTO DE RENTA Y COMPLEMENTARIOS;PATRIM. AUTÓNOMO - FDO. PENS. VOLUNTARIAS; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29003918999;RESULTADOS DEL EJERCICIO;PATRIM. AUTÓNOMO - FDO. PENS. VOLUNTARIAS; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29003919005;DIRECTOS;PATRIM. AUTÓNOMO - FDO. PENS. VOLUNTARIAS; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29003919010;ACEPTADOS EN REASEGURO;PATRIM. AUTÓNOMO - FDO. PENS. VOLUNTARIAS; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29003919015;PARTE REASEGURO AL INTERIOR;PATRIM. AUTÓNOMO - FDO. PENS. VOLUNTARIAS; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29003919020;PARTE REASEGURO AL EXTERIOR;PATRIM. AUTÓNOMO - FDO. PENS. VOLUNTARIAS; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29003919999;RETENCION NETA DE LA COMPANIA;PATRIM. AUTÓNOMO - FDO. PENS. VOLUNTARIAS; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29003920005;POLIZAS VIGENTES AL FINAL ANO ANTERIOR;PATRIM. AUTÓNOMO - FDO. PENS. VOLUNTARIAS; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29003920010;POLIZAS EMITIDAS NUEVAS;PATRIM. AUTÓNOMO - FDO. PENS. VOLUNTARIAS; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29003920015;POLIZAS REHABILITADAS;PATRIM. AUTÓNOMO - FDO. PENS. VOLUNTARIAS; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29003920020;POLIZAS CANCELADAS Y-O VENCIDAS;PATRIM. AUTÓNOMO - FDO. PENS. VOLUNTARIAS; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29003920999;TOTAL POLIZAS VIGENTES FINAL EJERCIC;PATRIM. AUTÓNOMO - FDO. PENS. VOLUNTARIAS; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29003921005;PRIMAS CEDIDAS CONT AUTOM REASEG;PATRIM. AUTÓNOMO - FDO. PENS. VOLUNTARIAS; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29003921010;PRIMAS CEDIDAS CONT FACUL REASEG;PATRIM. AUTÓNOMO - FDO. PENS. VOLUNTARIAS; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29003921015;PRIMAS CEDIDAS CONTRATOS AUTOMAT REA;PATRIM. AUTÓNOMO - FDO. PENS. VOLUNTARIAS; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29003921020;PRIMAS CEDIDAS CONTRATOS FACUL REAS;PATRIM. AUTÓNOMO - FDO. PENS. VOLUNTARIAS; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29003921999;SUBTOTAL;PATRIM. AUTÓNOMO - FDO. PENS. VOLUNTARIAS; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29003922005;ELIMINADA;PATRIM. AUTÓNOMO - FDO. PENS. VOLUNTARIAS; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29003922010;ELIMINADA;PATRIM. AUTÓNOMO - FDO. PENS. VOLUNTARIAS; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29003922015;ELIMINADA;PATRIM. AUTÓNOMO - FDO. PENS. VOLUNTARIAS; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29003922999;ELIMINADA;PATRIM. AUTÓNOMO - FDO. PENS. VOLUNTARIAS; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29003923005;PRIMAS EMITIDAS RAMO DE TERREMOTO;PATRIM. AUTÓNOMO - FDO. PENS. VOLUNTARIAS; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29003923010;PRIM EMIT(COB)DEL TERREM INC OTROS RAMOS;PATRIM. AUTÓNOMO - FDO. PENS. VOLUNTARIAS; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29003923015;PRIMAS CEDIDAS INTER Y EXTER TERREMOTO;PATRIM. AUTÓNOMO - FDO. PENS. VOLUNTARIAS; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29003923020;PRIM CED INT Y EXT(COB) TERR INC OTR RAM;PATRIM. AUTÓNOMO - FDO. PENS. VOLUNTARIAS; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29003923999;TOTAL PRIMAS RETENIDAS RIESGO DE TERREM;PATRIM. AUTÓNOMO - FDO. PENS. VOLUNTARIAS; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29003924005;PRIMAS EMI POLIZA SEGUROS SUJETAS APORTE;PATRIM. AUTÓNOMO - FDO. PENS. VOLUNTARIAS; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29003924010;AJUSTES O COMP PERIODICOS ANTER (RESTA);PATRIM. AUTÓNOMO - FDO. PENS. VOLUNTARIAS; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29003924999;SUBTOTAL BASE CAL APRTE PRONAS SEGUROS;PATRIM. AUTÓNOMO - FDO. PENS. VOLUNTARIAS; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29004001005;PRIMAS EMITIDAS DIRECTAS;RENTAS VOLUNTARIAS; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
29004001010;PRIMAS ACEPTADAS EN COASEGURO;RENTAS VOLUNTARIAS; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     ; -     
